experience,age_cat,condition,runID,grid,data_type,short_name,round,stand_cross,answer,rt,mean_baseline,n_picks,n_matches,n_players,alignment_score,majority_answer,majority_prop,alt_alignment,cross_n_picks,cross_n_matches,cross_n_players,cross_alignment_score,cross_majority_answer,cross_majority_prop,cross_alt_alignment,1_crossed_young_to_old_res_book,2_crossed_young_to_old_res_choco,3_crossed_young_to_old_res_brand_cloth,4_crossed_young_to_old_res_dog,5_crossed_young_to_old_res_building,6_crossed_young_to_old_res_city,7_crossed_young_to_old_res_africa,8_crossed_young_to_old_res_europe,9_crossed_young_to_old_res_country_holiday,10_crossed_young_to_old_res_date_year,11_crossed_young_to_old_res_drink_bar,12_crossed_young_to_old_res_flower,13_crossed_young_to_old_res_currency,14_crossed_young_to_old_res_houseplant,15_crossed_young_to_old_res_job,16_crossed_young_to_old_res_landmark,17_crossed_young_to_old_res_magazine,18_crossed_young_to_old_res_car,19_crossed_young_to_old_res_mountain,20_crossed_young_to_old_res_band,21_crossed_young_to_old_res_newspaper,22_crossed_young_to_old_res_part_car,23_crossed_young_to_old_res_politic,24_crossed_young_to_old_res_river,25_crossed_young_to_old_res_sport,26_crossed_young_to_old_res_sport_person,27_crossed_young_to_old_res_school,28_crossed_young_to_old_res_super,29_crossed_young_to_old_res_tv,30_crossed_young_to_old_res_insect,31_crossed_young_to_old_res_weather,32_crossed_young_to_old_res_celebrate,33_crossed_young_to_old_res_fit,34_crossed_young_to_old_res_number,35_crossed_young_to_old_res_history,36_crossed_young_to_old_res_item_cloth,37_crossed_young_to_old_res_year,38_crossed_young_to_old_res_night_out,39_crossed_young_to_old_res_people_holiday,40_crossed_young_to_old_res_parties,41_crossed_young_to_old_res_bathroom,42_crossed_young_to_old_res_garden,43_crossed_young_to_old_res_beach,1_crossed_old_to_young_res_book,2_crossed_old_to_young_res_brand_cloth,3_crossed_old_to_young_res_choco,4_crossed_old_to_young_res_dog,5_crossed_old_to_young_res_building,6_crossed_old_to_young_res_city,7_crossed_old_to_young_res_africa,8_crossed_old_to_young_res_europe,9_crossed_old_to_young_res_country_holiday,10_crossed_old_to_young_res_date,11_crossed_old_to_young_res_drink_bar,12_crossed_old_to_young_res_flower,13_crossed_old_to_young_res_currency,14_crossed_old_to_young_res_houseplant,15_crossed_old_to_young_res_job,16_crossed_old_to_young_res_landmark,17_crossed_old_to_young_res_magazine,18_crossed_old_to_young_res_car,19_crossed_old_to_young_res_mountain,20_crossed_old_to_young_res_band,21_crossed_old_to_young_res_newspaper,22_crossed_old_to_young_res_part_car,23_crossed_old_to_young_res_politic,24_crossed_old_to_young_res_river,25_crossed_old_to_young_res_sport,26_crossed_old_to_young_res_sport_person,27_crossed_old_to_young_res_school,28_crossed_old_to_young_res_super,29_crossed_old_to_young_res_tv,30_crossed_old_to_young_res_insect,31_crossed_old_to_young_res_weather,32_crossed_old_to_young_res_celebrate,33_crossed_old_to_young_res_fit,34_crossed_old_to_young_res_number,35_crossed_old_to_young_res_history,36_crossed_old_to_young_res_item_cloth,37_crossed_old_to_young_res_year,38_crossed_old_to_young_res_night_out,39_crossed_old_to_young_res_people_holiday,40_crossed_old_to_young_res_parties,41_crossed_old_to_young_res_bathroom,42_crossed_old_to_young_res_garden,43_crossed_old_to_young_res_beach,crossed_alignment_score
dependent,younger,between,6147407de29182e89d409da9,17_Name a magazine,free_gen_question,magazine,2,1,mens health,27156,0.084954291,,0,49,0,tv guide,0.183673469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,18_Name a make of car,free_gen_question,car,2,1,bmw,3672,0.114894194,,2,49,0.041666667,ford,0.571428571,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,19_Name a mountain,free_gen_question,mountain,2,1,ben nevis,5696,0.114894194,,2,49,0.041666667,everest,0.755102041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,1_Name a book,free_gen_question,book,2,1,great expectations,16741,0.114894194,,2,48,0.042553191,bible,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,20_Name a musical band or artist,free_gen_question,music_artist,2,1,queen,4161,0.084954291,,3,49,0.0625,the beatles,0.387755102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14893617,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,21_Name a newspaper,free_gen_question,newspaper,2,1,the sun,5911,0.084954291,,7,49,0.145833333,daily mail,0.469387755,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282608696,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,22_Name a part of a car,free_gen_question,car_part,2,1,wheel,6000,0.114894194,,10,49,0.208333333,engine,0.346938776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255319149,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,23_Name a political party,free_gen_question,political,2,1,conservatives,7279,0.084954291,,38,49,0.791666667,conservatives,0.795918367,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680851064,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,24_Name a river,free_gen_question,river,2,1,thames,10624,0.114894194,,29,49,0.604166667,thames,0.612244898,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.872340426,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,25_Name a sport,free_gen_question,sport,2,1,football,4739,0.114894194,,31,48,0.659574468,football,0.666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808510638,,,,,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,26_Name a sports person (of any sport),free_gen_question,player,2,1,andy murray,21340,0.084954291,,5,48,0.106382979,david beckham,0.1875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106383,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,27_Name a subject you might study at school,free_gen_question,subject,2,1,maths,4943,0.114894194,,24,49,0.5,maths,0.510204082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510638298,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,28_Name a supermarket chain,free_gen_question,supermarket,2,1,marks and spencer,6538,0.114894194,,2,49,0.041666667,tesco,0.612244898,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,29_Name a television channel or streaming service,free_gen_question,tv,2,1,bbc 1,6017,0.084954291,,23,49,0.479166667,bbc 1,0.489795918,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340425532,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,2_Name a brand of chocolate bar,free_gen_question,chocolate,2,1,galaxy,5132,0.084954291,,0,49,0,cadbury,0.673469388,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,30_Name a type of insect,free_gen_question,insect,2,1,wasp,20018,0.114894194,,1,49,0.020833333,ant,0.306122449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,31_Name a type of weather,free_gen_question,weather,2,1,rain,9468,0.114894194,,24,49,0.5,rain,0.510204082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425531915,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,32_Name a typical celebration,free_gen_question,celebration,2,1,christmas,11382,0.114894194,,17,49,0.354166667,birthday,0.510204082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276595745,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,33_Name a way of getting fit,free_gen_question,fit,2,1,jogging,8742,0.114894194,,26,49,0.541666667,jogging,0.551020408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510638298,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,34_Name a whole number,free_gen_question,number,2,1,100,5703,0.114894194,,8,49,0.166666667,10,0.183673469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106382979,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,35_Name an important person from history,free_gen_question,history,2,1,hitler,6057,0.084954291,,2,49,0.041666667,churchill,0.510204082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,36_Name an item of clothing,free_gen_question,clothing,2,1,shirt,3701,0.084954291,,6,49,0.125,jumper,0.204081633,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255319149,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,37_Name any year (past present or future),free_gen_question,year,2,1,2022,8295,0.084954291,,3,49,0.0625,2000,0.12244898,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170212766,,,,,,,
independent,younger,between,6147407de29182e89d409da9,38_Name something people might do on a night out,free_gen_question,night_out,2,1,dance_out,5187,0.114894194,,27,49,0.5625,dance_out,0.571428571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14893617,,,,,,
independent,younger,between,6147407de29182e89d409da9,39_Name something people might do on holiday,free_gen_question,people_holiday,2,1,sunbathe,10156,0.114894194,,24,49,0.5,sunbathe,0.510204082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489361702,,,,,
dependent,younger,between,6147407de29182e89d409da9,3_Name a brand of clothing,free_gen_question,clothing_brand,2,1,nike,15158,0.084954291,,10,49,0.208333333,nike,0.224489796,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,40_Name something that happens at parties,free_gen_question,party,2,1,dance_party,4843,0.084954291,,17,49,0.354166667,dance_party,0.367346939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446808511,,,,
dependent,younger,between,6147407de29182e89d409da9,41_Name something that might be found in a bathroom,free_gen_question,bathroom,2,1,bath,4734,0.084954291,,10,49,0.208333333,toilet,0.306122449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14893617,,,
dependent,younger,between,6147407de29182e89d409da9,42_Name something that might be found in the garden,free_gen_question,garden,2,1,grass,4821,0.084954291,,14,48,0.29787234,grass,0.3125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425531915,,
independent,younger,between,6147407de29182e89d409da9,43_Name something that might be found on the beach,free_gen_question,beach,2,1,sand,6572,0.114894194,,21,49,0.4375,sand,0.448979592,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468085106,
independent,younger,between,6147407de29182e89d409da9,4_Name a breed of dog,free_gen_question,dog,2,1,pug,5729,0.114894194,,1,49,0.020833333,labrador,0.387755102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,5_Name a building,free_gen_question,building,2,1,houses of parliament,13137,0.084954291,,6,49,0.125,empire state building,0.183673469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,6_Name a city,free_gen_question,city,2,1,london,6698,0.114894194,,39,49,0.8125,london,0.816326531,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.829787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,between,6147407de29182e89d409da9,7_Name a country in Africa,free_gen_question,africa,2,1,kenya,24506,0.084954291,,8,48,0.170212766,nigeria,0.208333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108695652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,8_Name a country in Europe,free_gen_question,europe,2,1,france,7339,0.114894194,,29,48,0.617021277,france,0.625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,between,6147407de29182e89d409da9,9_Name a country you might go to on holiday,free_gen_question,holiday,2,1,spain,3786,0.114894194,,38,49,0.791666667,spain,0.795918367,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,10_Name a date in the year (dd/mm),free_gen_question,date,1,1,10/04/2023 00:00,9095,0.087627756,,0,49,0,25/12/2023 00:00,0.510204082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,11_Name a drink ordered at a bar,free_gen_question,drink_bar,1,1,cola,4777,0.087627756,,0,50,0,beer,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,12_Name a flower,free_gen_question,flower,1,1,rose,11366,0.134575924,,22,50,0.448979592,rose,0.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.744680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,13_Name a foreign currency,free_gen_question,currency,1,1,euro,5829,0.134575924,,36,48,0.765957447,euro,0.770833333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,14_Name a houseplant,free_gen_question,houseplant,1,1,cactus,6713,0.134575924,,14,50,0.285714286,cactus,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130434783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,15_Name a job or profession,free_gen_question,job,1,1,nurse,4385,0.087627756,,4,50,0.081632653,teacher,0.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,16_Name a landmark,free_gen_question,landmark,1,1,big ben,5409,0.087627756,,10,50,0.204081633,eiffel tower,0.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,17_Name a magazine,free_gen_question,magazine,1,1,vogue,5766,0.087627756,,5,50,0.102040816,hello magazine,0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042553191,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,18_Name a make of car,free_gen_question,car,1,1,bmw,8537,0.134575924,,5,50,0.102040816,ford,0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,19_Name a mountain,free_gen_question,mountain,1,1,ben nevis,10443,0.134575924,,4,50,0.081632653,everest,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,1_Name a book,free_gen_question,book,1,1,great expectations,7932,0.134575924,,0,50,0,harry potter,0.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,20_Name a musical band or artist,free_gen_question,music_artist,1,1,ed sheeran,6390,0.087627756,,17,50,0.346938776,ed sheeran,0.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,21_Name a newspaper,free_gen_question,newspaper,1,1,the sun,17303,0.087627756,,27,50,0.551020408,the sun,0.56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282608696,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,22_Name a part of a car,free_gen_question,car_part,1,1,steering wheel,10932,0.134575924,,5,50,0.102040816,engine,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042553191,,,,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,23_Name a political party,free_gen_question,political,1,1,conservatives,11245,0.087627756,,5,50,0.102040816,labour,0.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680851064,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,24_Name a river,free_gen_question,river,1,1,nile,3876,0.134575924,,9,50,0.183673469,thames,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,25_Name a sport,free_gen_question,sport,1,1,tennis,3377,0.134575924,,0,50,0,football,0.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106382979,,,,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,26_Name a sports person (of any sport),free_gen_question,player,1,1,andy murray,9760,0.087627756,,4,50,0.081632653,ronaldo,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106383,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,27_Name a subject you might study at school,free_gen_question,subject,1,1,maths,11236,0.134575924,,30,50,0.612244898,maths,0.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510638298,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,28_Name a supermarket chain,free_gen_question,supermarket,1,1,tesco,3562,0.134575924,,28,50,0.571428571,tesco,0.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617021277,,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,29_Name a television channel or streaming service,free_gen_question,tv,1,1,netflix,8184,0.087627756,,41,50,0.836734694,netflix,0.84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127659574,,,,,,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,2_Name a brand of chocolate bar,free_gen_question,chocolate,1,1,dairy milk,5786,0.087627756,,3,50,0.06122449,cadbury,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,30_Name a type of insect,free_gen_question,insect,1,1,fly,13105,0.134575924,,8,50,0.163265306,ant,0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170212766,,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,31_Name a type of weather,free_gen_question,weather,1,1,rain,3316,0.134575924,,23,50,0.469387755,rain,0.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425531915,,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,32_Name a typical celebration,free_gen_question,celebration,1,1,birthday,5249,0.134575924,,27,50,0.551020408,birthday,0.56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659574468,,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,33_Name a way of getting fit,free_gen_question,fit,1,1,jogging,6477,0.134575924,,23,50,0.469387755,jogging,0.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510638298,,,,,,,,,,,
independent,younger,within,6147407de29182e89d409da9,34_Name a whole number,free_gen_question,number,1,1,10,6924,0.134575924,,12,50,0.244897959,10,0.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191489362,,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,35_Name an important person from history,free_gen_question,history,1,1,einstein,7625,0.087627756,,3,50,0.06122449,churchill,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,36_Name an item of clothing,free_gen_question,clothing,1,1,tshirt,7365,0.087627756,,17,50,0.346938776,tshirt,0.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
dependent,younger,within,6147407de29182e89d409da9,37_Name any year (past present or future),free_gen_question,year,1,1,2020,5812,0.087627756,,10,50,0.204081633,2020,0.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021276596,,,,,,,
independent,younger,within,6147407de29182e89d409da9,38_Name something people might do on a night out,free_gen_question,night_out,1,1,dance_out,4652,0.134575924,,14,50,0.285714286,drinking_out,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14893617,,,,,,
independent,younger,within,6147407de29182e89d409da9,39_Name something people might do on holiday,free_gen_question,people_holiday,1,1,swim_holiday,5379,0.134575924,,7,50,0.142857143,sunbathe,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106382979,,,,,
